BIC;Name
WELADED1BOC;SPARKASSE BOCHUM
WELADED1BOH;STADTSPARKASSE BOCHOLT
WELADED1BOT;STADTSPARKASSE BOTTROP
WELADED1BST;SPARKASSE HOCHSAUERLAND - BESTWIG
WELADED1BUB;SPARKASSE BURBACH - NEUNKIRCHEN
WELADED1CBN;SPARKASSE SPREE-NEISSE
WELADED1DEL;STADTSPARKASSE DELBRUECK
WELADED1DIN;NIEDERRHEINISCHE SPARKASSE RHEINLIPPE
WELADED1EES;SPARKASSE ELBE-ELSTER
WELADED1EMR;SPARKASSE RHEIN-MAAS
WELADED1EMS;VERBUNDSPARKASSE EMSDETTEN-OCHTRUP
WELADED1ENE;SPARKASSE ENNEPETAL - BRECKERFELD
WELADED1ERK;KREISSPARKASSE HEINSBERG
WELADED1ERW;SPK LIPPSTADT (FORMER: SPK ERWITTE-ANROECHTE)
WELADED1EUS;KREISSPARKASSE EUSKIRCHEN
WELADED1FGX;SPARKASSE MITTELSACHSEN
WELADED1FRE;STADTSPARKASSE FREUDENBERG
WELADED1FRN;SPARKASSE UNNAKAMEN
WELADED1FTR;SPARKASSE FINNENTROP
WELADED1GEK;STADTSPARKASSE GELSENKIRCHEN
WELADED1GES;SPARKASSE GESEKE
WELADED1GEV;SPARKASSE GEVELSBERG-WETTER
WELADED1GLA;STADTSPARKASSE GLADBECK
WELADED1GMB;SPARKASSE GUMMERSBACH (FORMERLY SPARKASSE GUMMERSBACH-BERGNEUSTADT
WELADED1GOC;VERBANDSSPARKASSE GOCH
WELADED1GRL;SPARKASSE OBERLAUSITZ-NIEDERSCHLESIEN
WELADED1GRO;SPARKASSE GRONAU
WELADED1GTL;SPARKASSE GUETERSLOH-RIETBERG
WELADED1GZE;SPARKASSE BARNIM
WELADED1HAA;STADTSPARKASSE HAAN
WELADED1HAM;SPARKASSE HAMM
WELADED1HAT;STADTSPARKASSE HALTERN
WELADED1HAW;KREISSPARKASSE HALLE
WELADED1HEM;SPK MAERKISCHES SAUERLAND
WELADED1HEN;SPARKASSE HENNEF
WELADED1HER;STADTSPARKASSE HERDECKE
WELADED1HGH;SPARKASSE DER STADT HEILIGENHAUS
WELADED1HIL;SPARKASSE SIEGEN
WELADED1HON;KREISSPARKASSE KOELN (FORMERLY SSK BAD HONNEF)
WELADED1HRN;HERNER SPARKASSE
WELADED1HSL;SPARKASSE HOCHSAUERLAND
WELADED1HTG;SPARKASSE HATTINGEN
WELADED1HXB;ZWECKVERBANDSSPARKASSE HOEXTER
WELADED1IBB;KREISSPARKASSE STEINFURT
WELADED1ISL;SPARKASSE DER STADT ISERLOHN
WELADED1KAM;STAEDTISCHE SPARKASSE KAMEN
WELADED1KLE;SPARKASSE RHEIN-MAAS
WELADED1KMZ;SPARKASSE KIERSPE-MEINERZHAGEN
WELADED1KSD;KREISSPARKASSE DUESSELDORF
WELADED1KST;STADTSPARKASSE KAARST - BUETTGEN
WELADED1LAF;STADTSPARKASSE LANGENFELD
WELADED1LEI;STADTSPARKASSE LEICHLINGEN
WELADED1LEM;SPARKASSE LEMGO
WELADED1LEN;STADTSPARKASSE LENGERICH
WELADED1LIP;SPARKASSE LIPPSTADT
WELADED1LOS;SPARKASSE ODER-SPREE
WELADED1LSD;SPARKASSE LUEDENSCHEID
WELADED1LUN;SPARKASSE AN DER LIPPE
WELADED1MEN;SPARKASSE MENDEN
WELADED1MES;SPARKASSE MESCHEDE
WELADED1MIN;SPARKASSE MINDEN-LUEBBECKE
WELADED1MOL;SPARKASSE MAERKISCH-ODERLAND
WELADED1MOR;SPARKASSE AM NIEDERRHEIN (FORMERLY SPARKASSE MOERS)
WELADED1MST;SPARKASSE MUENSTERLAND OST
WELADED1MTW;SPARKASSE MITTELSACHSEN
WELADED1NVL;SPARKASSE AM NIEDERRHEIN (FORMERLY SPARKASSE NEUKIRCHEN-VLUYN
WELADED1OBH;STADTSPARKASSE OBERHAUSEN
WELADED1OCH;STADTSPARKASSE OCHTRUP
WELADED1OEH;SPARKASSE BAD OEYNHAUSEN - PORTA WESTFALICA
WELADED1OPE;SPARKASSE OLPE - DROLSHAGEN - WENDEN
WELADED1OPR;SPARKASSE OSTPRIGNITZ-RUPPIN
WELADED1OSL;SPARKASSE NIEDERLAUSITZ
WELADED1PBN;SPARKASSE PADERBORN
WELADED1PLB;VEREINIGTE SPARKASSE IM MAERKISCHEN KREIS
WELADED1PLX;SPARKASSE VOGTLAND
WELADED1PMB;MITTELBRANDENBURGISCHE SPARKASSE
WELADED1PRP;SPARKASSE PRIGNITZ
WELADED1PWF;SPARKASSE BAD OEYNHAUSEN - PORTA WESTFALICA
WELADED1REK;SPARKASSE VEST RECKLINGHAUSEN
WELADED1RHB;SPARKASSE AM NIEDERRHEIN (FORMERLY SPARKASSE RHEINBERG)
WELADED1RHD;STADTSPARKASSE RAHDEN
WELADED1RHN;STADTSPARKASSE RHEINE
WELADED1RTG;SPARKASSE GUETERSLOH-RIETBERG
WELADED1RVW;SPARKASSE RADEVORMWALD-HUECKESWAGEN
WELADED1SGB;KREISSPARKASSE IN SIEGBURG
WELADED1SIE;SPARKASSE SIEGEN
WELADED1SLM;STADTSPARKASSE SCHWELM
WELADED1SMB;STADTSPARKASSE SCHMALLENBERG
WELADED1SOS;SPARKASSE SOEST
WELADED1STB;ERZGEBIRGSSPARKASSE
WELADED1STF;KREISSPARKASSE STEINFURT
WELADED1STL;SPARKASSE DER STADT STADTLOHN
WELADED1STR;SPARKASSE RHEIN-MAAS
WELADED1SWT;STADTSPARKASSE SCHWERTE
WELADED1TGU;KREISSPARKASSE TORGAU-OSCHATZ
WELADED1UMP;SPARKASSE UCKERMARK
WELADED1UMX;STADTSPARKASSE SCHWEDT
WELADED1UNN;SPARKASSE UNNAKAMEN
WELADED1VEL;SPARKASSE HILDEN-RATINGEN-VELBERT
WELADED1VSM;STADTSPARKASSE VERSMOLD
WELADED1WAR;ZWECKVERBANDSSPARKASSE WARSTEIN - RUETHEN
WELADED1WBB;WEBERBANK AG
WELADED1WDB;KREISSPARKASSE WIEDENBRUECK
WELADED1WES;NIEDERRHEINISCHE SPARKASSE RHEINLIPPE
WELADED1WET;SPARKASSE GEVELSBERG-WETTER - FORMERLY STADTSPARKASSE WETTER (RUHR)
WELADED1WIE;SPARKASSE GUMMERSBACH (FORMERLY SK DER HOMBURGISCHGEMEINDEN
WELADED1WMK;STADTSPARKASSE WERMELSKIRCHEN
WELADED1WML;SPARKASSE WESTMUENSTERLAND
WELADED1WRL;SPARKASSE WERL
WELADED1WRN;SPARKASSE AN DER LIPPE
WELADED1WTN;SPARKASSE WITTEN
WELADED1ZWI;SPARKASSE ZWICKAU
WELADE3D;LANDESBANK HESSEN-THUERINGEN GIROZENTRALE, DORTMUND
WELADE3H;SPARKASSE HAGEN
WELADE3L;SPARKASSE PADERBORN-DETMOLD
WELADE3M;LANDESBANK HESSEN-THUERINGEN GIROZENTRALE, MUENSTER
WELADE3S;KREISSPARKASSE STEINFURT
WELADE3W;SPARKASSE WESTMUENSTERLAND
WELADE8L;STADT-UND KREISSPARKASSE LEIPZIG
WERHDED1;BANKHAUS WERHAHN GMBH
WIBADE5W;WIESBADENER VOLKSBANK EG
WIREDEMM;WIRECARD BANK AG
WKVBDEM1;COMMERZ FINANZ GMBH
WLAHDE44;SPARKASSE HERFORD
WUPSDE33;STADTSPARKASSE WUPPERTAL
WWBADE3A;ABCBANK GMBH
WWBADE31;ABCBANK GMBH
